,Giving,Internet usage,God,Loss of interest,Unpopularity,Writing notes,Self-criticism,Finding lost valuables,Dreams,Workaholism,Energy levels,Parents' advice,Small - big dogs,Interests or hobbies,Lying,Borrowed stuff,Personality,Mood swings,Punctuality,Friends versus money,Decision making,Responding to a serious letter,Judgment calls,Reliability,Socializing,Achievements,Happiness in life,Changing the past,Daily events,New environment,Assertiveness,Elections,Hypochondria,Children,Compassion to animals,Loneliness,Fake,Empathy,Smoking,Alcohol,Healthy eating,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets
31,1.0,3.0,1.0,5.0,5.0,1.0,5.0,1.0,3.0,1.0,2.0,2.0,3.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,3.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,2.0
32,2.0,3.0,3.0,2.0,3.0,1.0,5.0,1.0,3.0,1.0,3.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0,1.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,5.0,4.0,2.0
33,4.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,5.0,3.0,5.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,5.0,4.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,4.0,2.0,1.0,5.0,4.0,3.0,5.0,2.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,3.0,2.0,5.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0
34,4.0,3.0,2.0,1.0,4.0,3.0,5.0,1.0,5.0,3.0,5.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,5.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,1.0,4.0,4.0,5.0,3.0,1.0,5.0,1.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,2.0,5.0,1.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,1.0,3.0,1.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0
35,2.0,2.0,5.0,5.0,3.0,1.0,5.0,1.0,3.0,1.0,5.0,3.0,5.0,2.0,3.0,1.0,4.0,3.0,2.0,5.0,1.0,1.0,5.0,4.0,2.0,3.0,4.0,5.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,5.0,1.0,5.0,5.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,5.0,5.0,2.0,1.0,5.0,2.0,4.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,1.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0
36,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,4.0,5.0,1.0,5.0,4.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,4.0,2.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,1.0,1.0,5.0,3.0,4.0,3.0,4.0
37,4.0,2.0,3.0,1.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,1.0,5.0,3.0,4.0,3.0,3.0,1.0,5.0,4.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,1.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,1.0,5.0,5.0,2.0,4.0,5.0,3.0,4.0
38,2.0,2.0,5.0,2.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,5.0,3.0,3.0,1.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0
39,1.0,2.0,1.0,1.0,5.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,5.0,5.0,3.0,1.0,5.0,1.0,5.0,5.0,2.0,5.0,1.0,3.0,5.0,1.0,5.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0
40,3.0,2.0,1.0,2.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,3.0,4.0,1.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,3.0,5.0,3.0,4.0
41,1.0,2.0,1.0,1.0,5.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,1.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,5.0,3.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,4.0,4.0,1.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0
42,5.0,1.0,2.0,1.0,5.0,3.0,3.0,1.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,5.0,2.0,1.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,5.0,2.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,1.0,3.0,2.0,1.0,2.0,5.0,4.0,1.0,4.0
43,3.0,2.0,1.0,5.0,2.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,1.0,4.0,5.0,1.0,1.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,5.0,5.0,2.0,2.0,5.0,3.0,5.0,3.0,5.0,1.0,2.0,2.0,2.0,5.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,4.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,5.0,3.0,5.0,5.0,3.0,1.0
44,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,2.0,5.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,5.0,1.0,4.0,2.0,2.0,5.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,5.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0
45,5.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,2.0,5.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,3.0,1.0,3.0,4.0,5.0,2.0,5.0,5.0,2.0,2.0
46,2.0,2.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,5.0,4.0,5.0,3.0,4.0,1.0,2.0,4.0,5.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,4.0,5.0,3.0,1.0
47,3.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,3.0,1.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,5.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,5.0,1.0,3.0,5.0,1.0,3.0,1.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,5.0,5.0,5.0
48,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,2.0,2.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0,4.0
49,5.0,1.0,5.0,1.0,5.0,4.0,3.0,5.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,1.0,5.0,5.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,5.0,3.0,1.0,2.0,5.0,2.0,5.0,2.0,3.0,2.0,1.0,5.0,1.0,5.0,2.0,3.0,1.0,2.0,2.0,3.0,5.0,5.0,1.0,2.0,1.0,5.0,3.0,5.0,1.0,3.0,2.0,5.0,5.0,4.0,5.0
50,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,5.0,2.0,3.0,5.0,5.0,4.0
51,5.0,1.0,4.0,4.0,3.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,5.0,2.0,5.0,5.0,3.0,2.0,5.0,2.0,3.0,4.0,1.0,2.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,5.0,3.0,5.0
52,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,5.0,5.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,5.0,1.0,5.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,4.0,1.0,5.0,3.0,5.0
53,5.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,2.0,5.0,3.0,4.0,1.0,3.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,1.0,2.0,5.0,2.0,4.0,4.0,1.0,1.0,5.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,1.0,4.0,2.0,4.0,2.0,5.0,5.0,4.0
54,3.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,1.0,4.0,2.0,1.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,5.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,3.0,1.0,1.0,2.0,5.0,1.0,3.0,5.0,3.0,2.0,1.0,3.0,2.0,5.0,3.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0
55,5.0,2.0,5.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,5.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0
56,4.0,2.0,1.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,5.0,2.0,1.0,4.0,1.0,4.0,4.0,3.0,1.0,5.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,2.0,2.0,4.0,5.0,3.0,1.0,3.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,5.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0
57,1.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,5.0,4.0,2.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,4.0
58,1.0,2.0,1.0,3.0,1.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,1.0,2.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,5.0,4.0,3.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0
59,2.0,2.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,5.0,4.0,3.0,1.0,5.0,1.0,5.0,4.0,3.0,5.0,2.0,5.0,4.0,3.0,3.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,2.0,3.0,4.0,5.0,2.0,5.0,4.0,1.0,5.0,5.0,3.0,1.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0
60,2.0,2.0,5.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,5.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,4.0,2.0,3.0,5.0,1.0,5.0
61,5.0,2.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,1.0,5.0,3.0,5.0,4.0,2.0,2.0,5.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,1.0,5.0,3.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0
62,5.0,2.0,5.0,5.0,3.0,5.0,5.0,2.0,3.0,5.0,5.0,4.0,2.0,5.0,3.0,3.0,5.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,2.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,5.0,2.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0
